Step,AgentID,AgentType,GroupType,Knowledge,KnowledgeLinks,Time,AverageMastery,LargestSubgraph
2,63,constructive,group_2,0,[],2.0,0.11587961573043366,1
2,64,constructive,group_2,0,[],2.0,0.09128172322207147,1
2,65,constructive,group_2,0,[],2.0,0.12275605606552457,1
2,66,constructive,group_2,0,[],2.0,0.10806622850630236,1
2,67,constructive,group_2,0,[],2.0,0.11820278083833795,1
2,68,constructive,group_2,0,[],2.0,0.11043950131423497,1
2,69,constructive,group_2,0,[],2.0,0.11675208799763007,1
2,70,constructive,group_2,0,[],2.0,0.1266917596454371,1
2,71,constructive,group_2,0,[],2.0,0.10611110985645197,1
2,72,constructive,group_2,0,[],2.0,0.10831603292493033,1
2,73,constructive,group_2,0,[],2.0,0.09713281170913082,1
2,74,constructive,group_2,0,[],2.0,0.10975525640095003,1
2,75,constructive,group_2,0,[],2.0,0.12713962130194573,1
2,76,constructive,group_2,0,[],2.0,0.11822450241868114,1
2,77,constructive,group_2,0,[],2.0,0.10785607942333457,1
2,78,constructive,group_2,0,[],2.0,0.09619304838264761,1
2,79,constructive,group_2,0,[],2.0,0.11041149509353823,1
2,80,constructive,group_2,0,[],2.0,0.11654054571294722,1
2,81,constructive,group_2,0,[],2.0,0.10976750335954526,1
2,82,constructive,group_2,0,[],2.0,0.10686531055173672,1
2,83,constructive,group_2,0,[],2.0,0.10996441157453349,1
2,84,constructive,group_2,0,[],2.0,0.11450515194713265,1
2,85,constructive,group_2,0,[],2.0,0.12319061639202362,1
2,86,constructive,group_2,0,[],2.0,0.11119373855492456,1
2,87,constructive,group_2,0,[],2.0,0.09905023895623237,1
2,88,constructive,group_2,0,[],2.0,0.10483356589570567,1
2,89,constructive,group_2,0,[],2.0,0.11264674374147762,1
2,90,constructive,group_2,0,[],2.0,0.10590616693796454,1
2,91,constructive,group_2,0,[],2.0,0.1109930884249705,1
2,92,constructive,group_2,0,[],2.0,0.09925549887550773,1
2,93,constructive,group_2,0,[],2.0,0.11157394726325051,1
2,94,constructive,group_2,0,[],2.0,0.10508624881834212,1
2,95,constructive,group_2,0,[],2.0,0.11304095217228242,1
2,96,constructive,group_2,0,[],2.0,0.11275460575852918,1
2,97,constructive,group_2,0,[],2.0,0.102061753455984,1
2,98,constructive,group_2,0,[],2.0,0.09591778032315512,1
2,99,constructive,group_2,0,[],2.0,0.11392795908897761,1
2,100,constructive,group_3,0,[],2.0,0.10907145648705874,1
2,101,constructive,group_3,0,[],2.0,0.09136048178340231,1
2,102,constructive,group_3,0,[],2.0,0.10683984640997582,1
2,103,constructive,group_3,0,[],2.0,0.09879623929291369,1
2,104,constructive,group_3,0,[],2.0,0.1031957248712323,1
2,105,constructive,group_3,0,[],2.0,0.11640396513987876,1
2,106,constructive,group_3,0,[],2.0,0.09744180534515794,1
2,107,constructive,group_3,0,[],2.0,0.10351964963313758,1
2,108,constructive,group_3,0,[],2.0,0.10331344696473692,1
2,109,constructive,group_3,0,[],2.0,0.1015446707604885,1
2,110,constructive,group_3,0,[],2.0,0.10251249938004252,1
2,111,constructive,group_3,0,[],2.0,0.11313074546275828,1
2,112,constructive,group_3,0,[],2.0,0.11295084167217642,1
2,113,constructive,group_3,0,[],2.0,0.10000328851757148,1
2,114,constructive,group_3,0,[],2.0,0.11512821943250998,1
2,115,constructive,group_3,0,[],2.0,0.12238493047162176,1
2,116,constructive,group_3,0,[],2.0,0.12736770895368868,1
2,117,constructive,group_3,0,[],2.0,0.11489126873703745,1
2,118,constructive,group_3,0,[],2.0,0.10045730251486706,1
2,119,constructive,group_3,0,[],2.0,0.11429123792853299,1
2,120,constructive,group_3,0,[],2.0,0.09301442375329577,1
2,121,constructive,group_3,0,[],2.0,0.11205767359105714,1
2,122,constructive,group_3,0,[],2.0,0.10792786039150445,1
2,123,constructive,group_3,0,[],2.0,0.12008993909921462,1
2,124,constructive,group_3,0,[],2.0,0.1093845554096039,1
2,125,constructive,group_3,0,[],2.0,0.12145759126074263,1
2,126,constructive,group_3,0,[],2.0,0.11020182714865552,1
2,127,constructive,group_3,0,[],2.0,0.11643988501535499,1
2,128,constructive,group_3,0,[],2.0,0.10606617726074449,1
2,129,constructive,group_3,0,[],2.0,0.10483923802061572,1
2,130,constructive,group_3,0,[],2.0,0.10702155086675243,1
2,131,constructive,group_3,0,[],2.0,0.12009259346128302,1
2,132,constructive,group_3,0,[],2.0,0.10473691882609779,1
2,133,constructive,group_3,0,[],2.0,0.12343879073972877,1
2,134,constructive,group_3,0,[],2.0,0.11682817930187113,1
2,135,constructive,group_3,0,[],2.0,0.11068106023046478,1
2,136,constructive,group_3,0,[],2.0,0.11213838621162138,1
2,137,constructive,group_3,0,[],2.0,0.10176797439380367,1
2,138,constructive,group_3,0,[],2.0,0.11592224455211217,1
2,139,constructive,group_3,0,[],2.0,0.1134677735825749,1
2,140,constructive,group_3,0,[],2.0,0.11142313911989592,1
2,141,constructive,group_3,0,[],2.0,0.1248864530132687,1
2,142,constructive,group_3,0,[],2.0,0.1312862969939142,1
2,143,constructive,group_3,0,[],2.0,0.10546794293741298,1
2,144,constructive,group_3,0,[],2.0,0.11945541027478823,1
2,145,constructive,group_3,0,[],2.0,0.11370086432454643,1
2,146,constructive,group_3,0,[],2.0,0.1174405993437904,1
2,147,constructive,group_3,0,[],2.0,0.10898557968414395,1
2,148,constructive,group_3,0,[],2.0,0.11375612906356973,1
2,149,constructive,group_3,0,[],2.0,0.10844950220972623,1
3,0,active,group_1,0,[],3.0,0.10866570362845851,1
3,1,active,group_1,0,[],3.0,0.12715937053546073,1
3,2,active,group_1,0,[],3.0,0.10897465716631523,1
